,0,1,2
3543,"Protein Structure, Secondary",secondary structure,1
3544,Protein Subunits,subunit,14
3545,Protein Subunits,subunits,13
3546,Protein Subunits,subunit protein of,1
3547,protein succinylation,succinylation,2
3548,Protein translocation,translocation,7
3549,Protein translocation,translocates,4
3550,Protein translocation,translocated,3
3551,Protein translocation,translocate,1
3552,Protein translocation,protein translocation,1
3553,protein transport,Protein transport,1
3554,protein transport,trafficking proteins,1
3555,protein transport,trafficking protein,1
3556,Protein Truncation Abnormality,truncations,1
3557,Protein Truncation Abnormality,truncation,2
3558,Protein Tyrosine Kinase,tyrosine kinases,3
3559,Protein Tyrosine Kinase,tyrosine kinase,4
3560,Protein Tyrosine Kinase,protein-tyrosine kinase family,1
3561,Protein Tyrosine Kinase,protein-tyrosine kinases,1
3562,Protein Tyrosine Kinase,protein tyrosine kinase,1
3563,Protein Tyrosine Kinase,PTK,2
3564,Protein Tyrosine Kinase,protein-tyrosine,1
3565,Protein Tyrosine Kinase,Met tyrosine kinases,1
3566,Protein Tyrosine Phosphatase,PTPs,1
3567,"Protein Tyrosine Phosphatase, Receptor Type B",VE-PTP,8
3568,"Protein Tyrosine Phosphatase, Receptor Type B",Vascular endothelial protein tyrosine phosphatase,1
3569,Protein-Arginine N-Methyltransferase,protein arginine methyltransferase family,1
3570,Proteins,protein,43
3571,Proteins,proteins,79
3572,Proteins,gene product,2
3573,Proteins,gene 3 product,1
3574,Proteins,Proteins,1
3575,Proteins,Protein,1
3576,Proteins,E proteins,5
3577,Protein-Serine-Threonine Kinases,serine/threonine protein,1
3578,Protein-Serine-Threonine Kinases,serine/threonine protein kinase,1
3579,Protein-Serine-Threonine Kinases,serine-threonine kinase family,1
3580,Proteolysis,proteolysis,1
3581,Proteolytic Enzyme,proteolytic,2
3582,Proteomics,proteomic,4
3583,Proteomics,proteomics,6
3584,Protocol Forms Template,template,1
3585,Protocols documentation,protocols,1
3586,Protomers,protomers,1
3587,Proto-Oncogene Protein c-met,c-met protein,1
3588,Proto-Oncogene Protein c-met,affinity c-Met receptor tyrosine kinase,1
3589,Proto-Oncogene Proteins c-akt,Akt,8
3590,Proto-Oncogene Proteins c-akt,AKT,7
3591,Proto-Oncogene Proteins c-myc,MYC,4
3592,Proto-Oncogene Proteins c-myc,Myc,6
3593,Proto-Oncogenes,proto-oncogene,3
3594,Protoplasm,intracellular,11
3595,Providing presence (regime/therapy),presence,9
3596,Proximal,proximal,2
3597,Proximal,neighboring gene,1
3598,Proximal Interphalangeal Joint 3,PIP3,1
3599,PRRT2 gene,PKC,1
3600,PSEN1 gene,PS1,3
3601,PSENEN wt Allele,PEN-2,3
3602,PSENEN wt Allele,PEN2,1
3603,Psychologic Displacement,displacement,5
3604,PTEN activity,Pten activity,1
3605,PTEN gene,Pten gene,1
3606,PTEN Phosphohydrolase,MMAC1 protein,1
3607,PTEN Phosphohydrolase,PTEN protein,3
3608,"PTEN protein, human",PTEN,23
3609,"PTEN protein, human",Pten,2
3610,PTEN wt Allele,MMAC1,2
3611,PTPN11 gene,Shp2,1
3612,"PTPRB protein, human",endothelial protein-tyrosine phosphatases,1
3613,"PTPRB protein, human",VE-PTP gene,2
3614,Publications,publications,1
3615,Publications,literature,1
3616,Published Database,data bases,1
3617,Published Database,Data Bases,1
3618,Publishing,published,2
3619,Pulmonary Valve Insufficiency,PI,1
3620,Punctate,punctate,2
3621,Purifying,purified,2
3622,Purifying,purification,2
3623,Purine Nucleotides,purine nucleotide cycle,1
3624,Purines,purine,3
3625,Purkinje Cells,Purkinje,2
3626,Purkinje Cells,Purkinje cell bodies,1
3627,PURPOSE (pharmacologic preparation),PURPOSE,1
3628,PWWP2A gene,PWWP2A,9
3629,PWWP2B gene,PWWP2B,1
3630,Pyramidal Cells,pyramidal cells,1
3631,Pyruvate Dehydrogenase Complex,pyruvate dehydrogenase complex,1
3632,QDPR gene,DHPR,3
3633,Qualitative mobility,mobility,2
3634,Quality,quality,1
3635,quality control,quality control,1
3636,Quantitation,quantify,1
3637,Quantitative,quantitative,4
3638,Quantitative Reverse Transcriptase PCR,quantitative reverse transcriptase-polymerase chain reaction,1
3639,Quantity,amounts,1
3640,Question (inquiry),question,2
3641,rab GTP-Binding Proteins,Rab GTPases,3
3642,RAB13 gene,Rab13,1
3643,RAB39B gene,Rab39b,1
3644,RAB5A gene,Rab5,1
3645,Rabbits,rabbit,5
3646,Racial Segregation,segregate,1
3647,RAD54L2 gene,Arip4,6
3648,radial glia,radial glia,1
3649,Radiolabeled,radiolabeled,1
3650,Radiolucent,radiolucent,1
3651,RAI1 gene,RAI1,9
3652,RAI1 gene,Rai1,11
3653,Raised intraocular pressure,elevated intraocular pressure,1
3654,Rana <genus>,frog,1
3655,Randomization,random,2
3656,Rapid,rapid,1
3657,RARB gene,HAP,1
3658,Ratio,ratio,1
3659,Rattus,rat,8
3660,Rattus,Rat 1,1
3661,RBL2 wt Allele,p130,1
3662,RBM14 gene,coactivator,4
3663,RBM14 gene,activator,2
3664,React,react,1
3665,Reaction,reaction,2
3666,Reaction,reactivity,1
3667,Reaction,Reaction,1
3668,Reactivation,reactivation,1
3669,Reactive,reactive,1
3670,reactive oxygen intermediate,reactive oxygen intermediates,1
3671,Reactive Oxygen Species,reactive oxygen species,1
3672,Reactive Oxygen Species,ROS,3
3673,Reagents,reagents,1
3674,receptor,FGF-R,2
3675,receptor,receptors,13
3676,receptor,receptor,19
3677,receptor,FGFR-1,12
3678,receptor,Met receptor,1
3679,receptor,FGFRs,2
3680,receptor,receptors\',1
3681,receptor,MET receptor,3
3682,Receptor Activation Process,receptor activation,2
3683,receptor activator activity,receptor activator,1
3684,Receptor Protein-Tyrosine Kinases,putative receptor tyrosine kinase,2
3685,Receptor Protein-Tyrosine Kinases,tyrosine kinase receptor,3
3686,Receptor Protein-Tyrosine Kinases,receptor tyrosine kinases,9
3687,Receptor Protein-Tyrosine Kinases,RTKs,3
3688,Receptor Protein-Tyrosine Kinases,receptor tyrosine kinase,9
3689,Receptor Protein-Tyrosine Kinases,RTK,6
3690,Receptor Protein-Tyrosine Kinases,Receptor tyrosine kinases,2
3691,Receptor Protein-Tyrosine Kinases,receptor-tyrosine kinase,1
3692,receptor recycling,receptor recycling,1
3693,Receptor Signaling,signalling receptor,1
3694,Receptor Tyrosine Kinase Gene,receptor tyrosine kinase gene family,1
3695,"Receptor Tyrosine-Protein Kinase ErbB-4, human",ErbB4,50
3696,"Receptor Tyrosine-Protein Kinase ErbB-4, human",erbB4,2
3697,"Receptor Tyrosine-Protein Kinase ErbB-4, human",Erbb4,2
3698,"Receptor Tyrosine-Protein Kinase ErbB-4, human",ERBB4,10
3699,"Receptor Tyrosine-Protein Kinase ErbB-4, human",ErbB4 protein,1
3700,"Receptor Tyrosine-Protein Kinase ErbB-4, human",ErbB4 ligand,1
3701,"Receptor, Serotonin, 5-HT2A",5-HT(2A) receptor,2
3702,"Receptor, Serotonin, 5-HT2C",5-HT(2C) receptor,4
3703,"Receptor, Serotonin, 5-HT2C",5-HT(2C) receptors,2
3704,"Receptor, Serotonin, 5-HT2C",5-HT(2C) receptor binds,1
3705,"Receptor, TIE-2",Angiopoietin receptor Tie-2,1
3706,"Receptor, TIE-2",Tie-2 receptor,4
3707,"Receptor, TIE-2",Tie2 receptor,2
3708,"Receptors, Cell Surface",cell surface receptors,2
3709,"Receptors, Cell Surface",mouse cell surface receptor,1
3710,"Receptors, Cell Surface",cell surface receptor tie,1
3711,"Receptors, Cell Surface",cell surface receptor,1
3712,"Receptors, Dihydropyridine",dihydropyridine receptor,1
3713,"Receptors, Eph Family",Eph receptors,2
3714,"Receptors, Nuclear",nuclear receptors,7
3715,"Receptors, Nuclear",NR,5
3716,"Receptors, Nuclear",nuclear receptor,1
3717,"Receptors, Nuclear",Nuclear receptors,1
3718,"Receptors, Nuclear",NRs,4
3719,"Receptors, Steroid",steroid receptor,2
3720,"Receptors, Steroid",steroid receptors,1
3721,Recognition (Psychology),recognition,3
3722,Recombinant DNA,construct,1
3723,Recombinant Interleukin-1,interleukin-1,1
3724,Recombinant Interleukin-4,Interleukin-4,1
3725,Recombinant Interleukin-4,IL-4,6
3726,Recombinant melatonin,melatonin,1
3727,Recombinant Proteins,recombinant protein,1
3728,Recombinant Vascular Endothelial Growth Factor,vascular endothelial cell growth,1
3729,Recombinants,recombinant,9
3730,Recombinants,Recombinant,1
3731,recovery - adjustment,recovery,1
3732,Recycling,recycling,1
3733,Recycling,recycle,1
3734,Redistribution,redistribution,1
3735,Reduced,reduced,49
3736,Reduced,decreased,20
3737,Reduced,reducing,2
3738,Reduced,Reduced,1
3739,Reduction (chemical),reduction,20
3740,Reduction (chemical),Reduction,2
3741,Redundancy,redundancy,2
3742,Reeler,reeler,1
3743,Reelin Signaling Pathway PID,reelin signaling pathway,2
3744,Refractive surgery enhancement,enhancement,5
3745,REG1A gene,PTP,1
3746,regenerated,regenerate,1
3747,Regenerating muscle fiber,muscle regeneration,1
3748,Region of chromosome,chromosomal regions,1
3749,regional,regional,2
3750,regional,region,11
3751,Regulation,regulation,29
3752,Regulation,regulated,11
3753,Regulation,Regulation,2
3754,Regulation of biological process,physiological regulation,1
3755,regulation of developmental process,developmental regulation,1
3756,regulation of metabolism,regulating metabolism,1
3757,regulation of mitophagy,mitophagy regulator,1
3758,Regulator,regulator,24
3759,Regulators (device),regulators,8
3760,Regulatory Pathway,regulatory pathways,1
3761,regulatory proteins,regulatory proteins,1
3762,"Regulatory Sequences, Nucleic Acid",regulatory regions,1
3763,Regulatory T-Lymphocytes,Treg cells,4
3764,Regulatory T-Lymphocytes,Regulatory T cells,1
3765,Relative ratio,relative ratio,1
3766,Relaxation,relaxation,1
3767,Release - action (qualifier value),releasing,1
3768,Release - action (qualifier value),released,1
3769,release of sequestered calcium ion into cytoplasm,calcium influx,3
3770,release of sequestered calcium ion into cytoplasm,calcium mobilization,2
3771,Relevance,relevance,2
3772,RELN gene,RELN,1
3773,RELN gene,reelin,1
3774,RELN gene,Reelin,3
3775,Renal function,kidney functions,1
3776,reorganization,reorganization,2
3777,Reorientation,reorientation,2
3778,Reparative closure,closure,1
3779,Repeat,repeats,12
3780,Repeat,repeat 5,1
3781,Replicate Specimen,replicate,1
3782,Report (document),report,7
3783,Report (document),reports,4
3784,Reporter (occupation),reporter,1
3785,Reporter (occupation),reporters,2
3786,Repositioning (procedure),repositioning,1
3787,representational difference analysis,genomic representational difference analysis,1
3788,"Repression, Psychology",repression,2
3789,Reproductive function,reproductive functions,1
3790,Reproductive process,reproductive process,1
3791,Reprogram,programming,1
3792,Reprogram,reprogramming,1
3793,Requirement,requisite,1
3794,Research Personnel,researchers,1
3795,research study,experiments,8
3796,research study,Experiments,4
3797,research study,experiment,2
3798,Resident (physician),resident,1
3799,Residue after Decontamination Medical Device Problem,residue,4
3800,"Resistance, Natural",natural resistance,1
3801,Resolution,resolution,4
3802,Resources,resource,1
3803,Resources,resources,1
3804,Respiratory Failure,respiratory failure,1
3805,Response process,responses,6
3806,Response process,Ab responses,1
3807,ResponseLevel - modification,modification,4
3808,ResponseLevel - modification,modifications,5
3809,Restricted,restricted,6
3810,Result,outcome,1
3811,Retarded,retarded,1
3812,Retention - dental,retention,1
3813,Retina,retina,2
3814,Retina,retinal,2
3815,retina layer formation,retinal lamination,1
3816,Retinal Bipolar Cells,bipolar cells,1
3817,Retinal Cone,cone photoreceptors,1
3818,Retinal Cone,cones,1
3819,Retinal Ganglion Cells,retinal ganglion cells,4
3820,Retinal Ganglion Cells,RGCs,1
3821,Retinal Neurons,retinal neuron,1
3822,Retinoblastoma,retinoblastoma,1
3823,"Retinoic Acid Receptor Alpha, human",retinoic acid receptor alpha,1
3824,Retinoic Acid Receptor RXR-Alpha,retinoid X receptor alpha,1
3825,Retinoids,retinoid acid,1
3826,Retrograde approach,retrograde,3
3827,Rett Syndrome,Rett syndrome,1
3828,reuptake,reuptake,1
3829,Revealed,revealed,1
3830,Reverse Transcriptase Polymerase Chain Reaction,Reverse transcriptase-polymerase chain reaction,1
3831,Reverse Transcriptase Polymerase Chain Reaction,RT-PCR,8
3832,Reverse Transcriptase Polymerase Chain Reaction,reverse transcription polymerase chain reaction,1
3833,Reverse Transcriptase Polymerase Chain Reaction,reverse transcriptase-polymerase chain reaction analysis,1
3834,Reverse Transcriptase Polymerase Chain Reaction,Reverse transcriptase polymerase chain reaction,1
3835,Reverse Transcriptase Polymerase Chain Reaction,reverse transcription-polymerase chain reaction products,1
3836,Reversible,reversible,1
3837,rho GTP-Binding Proteins,Rho GTPase,1
3838,rho GTP-Binding Proteins,Rho GTPases,2
3839,rhoA GTP-Binding Protein,RhoA,2
3840,Rhythm,rhythm,1
3841,Ribbon synapse,synaptic ribbons,1
3842,Ribosomal Protein S6 Kinase Beta-1,p70S6K,1
3843,Ribosomal RNA,ribosomal RNA,1
3844,Ribosomal RNA,rRNA,1
3845,Ribosomal RNA Genes,rRNA genes,1
3846,Ribosomal RNA Genes,ribosomal RNA gene,1
3847,Right ventricular structure,right ventricle,1
3848,RIPK1 gene,androgen receptor-interacting protein 4,1
3849,Risedronate,rise,1
3850,Risk,risk,5
3851,Risk Codes - Aggressive,aggressive,1
3852,Risk Evaluation and Mitigation Strategies Requirement,requirement,5
3853,Risk Evaluation and Mitigation Strategies Requirement,requirements,1
3854,risk factors,risk factor,1
3855,RNA,RNA,12
3856,RNA,RNAs,2
3857,RNA biosynthesis,RNA synthesis,1
3858,RNA destabilization,destabilization,1
3859,RNA Interference,RNA interference,7
3860,RNA Polymerase I,RNA polymerase I,1
3861,RNA Polymerase II,RNA polymerase II,3
3862,RNA Polymerase II,RNAPII,1
3863,RNA Processing,RNA processing,2
3864,RNA Splicing,splicing,10
3865,RNA Splicing,RNA splicing,2
3866,"RNA, Messenger",mRNA,36
3867,"RNA, Messenger",mRNAs,6
3868,"RNA, Small Interfering",small interfering RNA,1
3869,"RNA, Small Interfering",siRNA,4
3870,"RNA, Untranslated",non-protein-coding,1
3871,RNA-Binding Motifs,DNA-binding domain,3
3872,RNA-Binding Motifs,binding domains,1
3873,RNA-Binding Motifs,RNA-binding domain,1
3874,RNA-Binding Proteins,RNA-binding protein,2
3875,RNASE1 gene,Rac1,9
3876,RNF2 gene,RNF2,6
3877,Robust,robust,3
3878,ROCK1 gene,Rho kinases,1
3879,ROCK1 gene,ROCK1,5
3880,ROCK1 wt Allele,p160ROCK,1
3881,ROCK2 gene,ROCK2,1
3882,Role Class - content,content,2
3883,Roof physical object,roof,1
3884,Rostral,rostral,3
3885,Routine Signature,signature,2
3886,RPL41 gene,L41,3
3887,rRNA Promoter,rRNA promoter,4
3888,rRNA synthesis,rRNA synthesis,1
3889,ruffle membrane,membrane ruffles,1
3890,Ryanodine Receptors,ryanodine receptors,2
3891,S Phase,S phase,7
3892,Saccharomyces cerevisiae,S. cerevisiae,1
3893,Saccharomyces cerevisiae,Saccharomyces cerevisiae,3
3894,S-acyltransferase activity,protein S-acyltransferase activity,1
3895,SAFB gene,SAFB1,3
3896,SAFB gene,scaffold attachment factor B,1
3897,SAFB wt Allele,SAF-B,1
3898,Sample pool,pool,3
3899,Sarcolemma,sarcolemma,3
3900,Sarcoplasmic Reticulum,SR,6
3901,Sarcoplasmic Reticulum,sarcoplasmic reticulum,1
3902,Scaffold,scaffold,1
3903,Scaffold,scaffolding,1
3904,Scaffold protein,scaffold protein,2
3905,Scaffold protein,scaffolding proteins,1
3906,Scaffold protein,scaffold proteins,2
3907,Scattered,scattering,1
3908,scenario,scenario,1
3909,Schizophrenia,schizophrenia,3
3910,Schizosaccharomyces,Schizosaccharomyces,1
3911,Schizosaccharomyces pombe,pombe,1
3912,Scientific Study,studies,19
3913,Scientific Study,study,34
3914,Scientific Study,Studies,1
3915,Sclerotome device,sclerotome,1
3916,SCRIB gene,Scrib,3
3917,SCYL1 gene,p105,1
3918,"SDHD protein, human",succinate dehydrogenase,1
3919,Sebaceous Glands,sebaceous glands,1
3920,second (number),secondary,1
3921,Secondary Immunization,secondary immunizations,1
3922,Secondary Immunization,secondary immunization,1
3923,Secondary Neoplasm,metastatic disease,1
3924,Seizures,seizures,1
3925,selectin activity,selectivity,2
3926,"SELP protein, human",P-selectin,4
3927,SEMA3A gene,semD,1
3928,SEMA4C gene,Sema4C,5
3929,SEMA5A gene,semF,2
3930,SEMA5A gene,SemF,1
3931,SEMA5A gene,Sema5A,14
3932,SEMA5A gene,Sema5a gene,1
3933,SEMA5A gene,Semaphorin 5A,1
3934,SEMA5A gene,SEMA5A,1
3935,SEMA5B gene,Sema5B,2
3936,Semaphorins,semaphorins,5
3937,Semaphorins,Semaphorins,2
3938,Semaphorins,semaphorin,2
3939,Seminiferous tubule structure,seminiferous tubules,1
3940,SENP3 gene,Ulp1,1
3941,Sense of identity (observable entity),identity,11
3942,Sense Organs,sense organs,1
3943,Sensitive,sensitive,4
3944,sensor (device),sensors,2
3945,sensor (device),sensor,1
3946,Sepsis,systemic infection,1
3947,SEPT4 gene,septin 4,1
3948,SEPT4 gene,44808,6
3949,Sequence - TransmissionRelationshipTypeCode,sequenced,6
3950,Sequence - TransmissionRelationshipTypeCode,sequence,31
3951,Sequence - TransmissionRelationshipTypeCode,Sequence,1
3952,Sequence - TransmissionRelationshipTypeCode,core sequence,2
3953,Sequence Analysis,Sequence analysis,3
3954,Sequence Analysis,sequence analysis,1
3955,Sequence Analysis,sequence analyses,1
3956,Sequence Data Type,list,1
3957,Sequence Similarity,sequence similarities,1
3958,Sequence Similarity,sequence similarity,1
3959,Sequential - Sequence/Results Flag,sequential,1
3960,Series - set of composite instances,series,2
3961,Serine,serine,6
3962,Serotonin,serotonin,2
3963,Serotonin,5-HT,8
3964,Serpin B9,AP-3,1
3965,Serum,serum,2
3966,"Serum Albumin, Bovine",BSA,1
3967,Serum amyloid A protein,amyloid precursor,1
3968,Serum Response Factor,serum response factor,1
3969,Serum Response Factor,SRF,2
3970,Service Request Relationship - Compound,compound,1
3971,Service Request Relationship - Simultaneous,simultaneous,1
3972,Service Request Relationship - Simultaneous,Simultaneous,1
3973,Set (Psychology),SET,2
3974,SET gene,gene set,1
3975,Set of polysomal ribosomes,polysomes,1
3976,SETD5 gene,SETD5,9
3977,Seventh,seventh,2
3978,Severe (severity modifier),severe,17
3979,Severities,severity,3
3980,Severity of illness,disease severity,1
3981,Sf21 Cells,Sf21 insect cells,1
3982,SGCG gene,type,1
3983,SH2 Domain,SH2 domain,4
3984,SH2 Domain,SH2 domains,1
3985,SH2 Domain,SH2 domain mutant,1
3986,SH3 and Multiple Ankyrin Repeat Domains Protein 3,SHANK3,6
3987,SH3 and Multiple Ankyrin Repeat Domains Protein 3,Shank3,3
3988,SH3GL2 gene,endophilin A1,1
3989,Sharing (Social Behavior),shares,2
3990,SHB gene,Shb,1
3991,SHH gene,Sonic hedgehog,1
3992,SHH gene,Shh,2
3993,SHISA6 gene,Shisa6,6
3994,SHISA7 gene,Shisa7,5
3995,SHISA7 gene,Shisa7 gene,1
3996,Shock,collapse,1
3997,Short,short,3
3998,Short Hairpin RNA,small hairpin RNAs,1
3999,Short Hairpin RNA,small hairpin RNA,1
4000,short-term,short-term,2
4001,Signal,signal,5
4002,Signal Pathways,signaling pathway,2
4003,Signal Pathways,signaling pathways,7
4004,Signal Peptides,signal peptide,1
4005,Signal Peptides,signal sequence,1
4006,"Signal Processing, Computer-Assisted",signaling processing,1
4007,signal transducer activity,signal transducer,1
4008,Signal Transduction,signals,6
4009,Signal Transduction,Signal transduction,1
4010,Signal Transduction,signal transduction,5
4011,Signal Transduction,signal transduction portion,1
4012,Signal Transduction,signalling pathways,1
4013,Signal Transduction Pathways,signal-transduction pathways,1
4014,Signal Transduction Pathways,signal transduction pathways,2
4015,Signal Transduction Pathways,multiple signal transduction pathways,1
4016,Signaling Molecule,signaling molecules,1
4017,Signaling Molecule,signalling molecules,1
4018,Signaling Protein,signaling proteins,2
4019,Significant,significant,1
4020,Significant,no significant,1
4021,Significant,significance,2
4022,Significant,SIGNIFICANCE,1
4023,Signs and Symptoms,clinical findings,1
4024,Signs and Symptoms,finding,3
4025,simian virus,simian virus,1
4026,Similarity,similarity,5
4027,Simplex styrene-methylmethacrylate,simplex,1
4028,Simultaneous,concomitant,2
4029,Simultaneous,simultaneously,2
4030,Single-pass plasma transmembrane protein,single-pass transmembrane protein,1
4031,Sirolimus,rapamycin,2
4032,SIRT1 gene,SIRT1,9
4033,SIRT5 gene,SIRT5,3
4034,Site,site,13
4035,Site,sites,20
4036,Sixth,sixth,2
4037,size,size,11
4038,Skeletal bone,bone,1
4039,skeletal muscle cell differentiation,skeletal muscle differentiation,1
4040,Skeletal muscle structure,skeletal muscle,7
4041,Skeletal muscle structure,skeletal muscles,2
4042,Skeletal Myocytes,myotubes,3
4043,Skin,skin,3
4044,SLC22A18 wt Allele,HET,1
4045,SLC30A9 gene,GAC63,5
4046,SLC3A2 gene,heavy chains,2
4047,SLC3A2 gene,heavy chain,1
4048,SLC4A1 wt Allele,WD,1
4049,SLC6A4 wt Allele,SERT,4
4050,"SLC8A1 protein, human",Na(+)/Ca(2+)-exchanger proximal,1
4051,"SLC8A1 protein, human",Na(+)/Ca(2+)-exchange,1
4052,"Sleep Disorders, Circadian Rhythm",sleep-wake cycle,1
4053,Slow,slowly,2
4054,Slow,slowing,1
4055,SLTM gene,SLTM,6
4056,Small brain,small brain,1
4057,Small cerebral cortex,small cerebral cortex,1
4058,SMARCA4 wt Allele,Brg1,1
4059,SMCR8 gene,SMCR8,1
4060,Smith-Magenis syndrome,Smith-Magenis syndrome,2
4061,Smith-Magenis syndrome,SMS,10
4062,SMN Complex Proteins,associated proteins,2
4063,Smooth muscle (tissue),smooth muscle,1
4064,Social Behavior,social behaviors,1
4065,Social engagement,engagement,1
4066,Social engagement,Engagement,1
4067,Social Interaction,interaction,69
4068,Social Interaction,Interaction,1
4069,Social Interaction,social interactions,1
4070,Social Networks,network,5
4071,social resistance,resistance,4
4072,Social Role,roles,1
4073,Sodium Chloride,NaCl,1
4074,soluble,soluble,5
4075,Solutions,solution,1
4076,Somatic,somatic,1
4077,Somatostatin Receptor,SSTR,1
4078,somatostatin receptor 1,SSTR1,1
4079,somatostatin receptor 1,Somatostatin receptor type II,1
4080,somatostatin receptor 2,SSTR-2,6
4081,somite development,somite development,1
4082,Somites,somites,6
4083,Somites,Somites,1
4084,Somites,somite,1
4085,somitogenesis,somitogenesis,1
4086,Sonic Hedgehog Pathway,Hedgehog pathway,1
4087,Sorting - Cell Movement,sorting,1
4088,sorting endosome,endosomal sorting,2
4089,Source,sources,1
4090,Southern Blot result,Southern blot analysis,2
4091,SOX18 gene,Sox18,2
4092,SOX18 gene,SOX18 proteins,2
4093,SOX18 gene,SOX18,2
4094,SOX2 gene,Sox2,1
4095,SOX3 gene,SOX3,2
4096,SOX3 gene,Sox3,1
4097,SP1 wt Allele,Sp1,1
4098,SPARC gene,cysteine-rich,1
4099,"SPASTIC ATAXIA, CHARLEVOIX-SAGUENAY TYPE",sacs,1
4100,Special,specialized,5
4101,Species,species,3
4102,Specification,specification,1
4103,Specificity,specificity,10
4104,Specimen Source Codes - Respiratory,respiratory,1
4105,Specimen Source Codes - Spermatozoa,spermatozoa,2
4106,Specimen Source Codes - Tissue lung,lung tissue,1
4107,Specimen Type - Fibroblasts,fibroblasts,6
4108,Specimen Type - Lymphocytes,Lymphocytes,1
4109,Spectrum,spectrum,2
4110,sperm chromatin condensation,chromatin condensation,1
4111,Spermatid,spermatids,2
4112,Spermatocytes,spermatocytes,2
4113,Spermatogenesis,spermatogenesis,4
4114,Spermatogonia,spermatogonia,3
4115,Spermatozoa Cell Count,sperm,7
4116,Spermiogenesis,spermiogenesis,2
4117,Spinal Cord,spinal cord,2
4118,Spindle Poles,spindle poles,1
4119,Spleen,spleen,4
4120,Splice Acceptor Site,splice acceptor site,1
4121,Sporadic (qualifier value),sporadic,1
4122,Spreading (qualifier value),spreading,1
4123,SPSB1 gene,SSB-1,2
4124,SPSB2 gene,SSB-2,2
4125,SPSB3 gene,SSB-3,1
4126,SPSB4 gene,SSB-4,2
4127,Squamous cell carcinoma,mouse squamous cell carcinoma cells,1
4128,SR1001,SR1001,4
4129,SRC gene,Src,3
4130,src-Family Kinases,Src kinases,1
4131,SRF gene,MCM1,2
4132,SRSF3 gene,Srp20,1
4133,SSRP1 gene,SSRP1,2
4134,SSTR2 gene,SSTR2 gene,1
4135,SSTR2 gene,SSTR2,1
4136,ST7 wt Allele,HelG,4
4137,Stabilization,stabilization,4
4138,Stabilized (qualifier value),stabilize,2
4139,Stable status,stable,1
4140,Stage,stages,5
4141,Starvation,starvation,1
4142,Stat (do immediately),immediate,1
4143,STAT protein,STAT,1
4144,"STAT5A protein, human",STAT5A,17
4145,"STAT5A protein, human",STAT5A serine,2
4146,STAT5A wt Allele,Stat5,5
4147,STAT5A wt Allele,STAT5,3
4148,Statement,STATEMENT,1
4149,statistical cluster,clustering,5
4150,Statistical Frequency,frequency,1
4151,Statistical sensitivity,sensitivity,7
4152,status - In progress,progress,1
4153,Stem Cell Self-Renewal,self-renewal,3
4154,Stem cells,progenitors,2
4155,Stem cells,progenitor cells,2
4156,Stem cells,stem cells,2
4157,Stem cells,Progenitor cells,1
4158,Stem of Organ,stem,1
4159,steroid hormone receptor,steroid hormone receptors,1
4160,steroid receptor coactivator AIB1,ACTR,2
4161,Steroids,steroid,3
4162,Stimulant,stimulants,1
4163,Stimulation (motivation),stimulated,5
4164,Stimulation (motivation),stimulate,3
4165,Stimulation of Cell Proliferation,mitogenesis,3
4166,stimulation of growth,growth stimulation,1
4167,Stimulation procedure,stimulation,22
4168,Stimulation procedure,Stimulation,2
4169,Stimulus,stimuli,1
4170,Stimulus,stimulus,1
4171,Stoichiometry,stoichiometry,1
4172,Stomach,stomach,1
4173,Stool seat,tools,1
4174,Streams,stream,1
4175,Stress,stress,3
4176,Stress Fibers,stress fibers,1
4177,Structural protein,structural protein,1
4178,structure,structure,15
4179,structure,structural,6
4180,structure,structures,3
4181,Structure of allantois,allantois,1
4182,Structure of amnion,amnion,3
4183,Structure of amnion,amniotic,1
4184,Structure of corpus luteum of ovary,corpora lutea,1
4185,Structure of cortex of lens,cortical layer,1
4186,Structure of dentate gyrus,dentate gyrus,2
4187,Structure of interstitial cell of Leydig,interstitial cells,1
4188,Structure of myotome,myotomes,1
4189,Structure of myotome,myotome,1
4190,Structure of olfactory bulb,olfactory bulb,4
4191,Structure of olfactory bulb,OB,2
4192,Structure of renal segment,segments,1
4193,Study Element,element,4
4194,study of epigenetics,epigenetic,1
4195,Subcellular Fractions,subcellular,3
4196,Subcellular Fractions,subcellular fractions,1
4197,Subcutaneous Fat,subcutaneous fat,1
4198,Subgroup,subgroup,4
4199,Subject -direct target,subject,2
4200,subrhabdomeral cisterna,SMC,1
4201,Substitution - change,substitution,1
4202,Substitution - change,substitutions,1
4203,Substitution - change,Substitution,2
4204,Substrate,substrate,8
4205,Subtraction process,subtraction,2
4206,Subtractive Hybridization Techniques,cDNA subtractive hybridization,1
4207,Subtype (attribute),subtypes,10
4208,Subventricular Zone,subventricular zone,1
4209,Sufficient,sufficient,1
4210,Sulfhydryl Compounds,thiols,3
4211,Sulfhydryl Compounds,thiol,1
4212,sulforafan,sulforaphane,2
4213,SUMO2 gene,SUMO2,1
4214,SUMO3 gene,SUMO3,1
4215,Sumoylation,Sumoylation,1
4216,Sumoylation,sumoylation,4
4217,Superficial,superficial,1
4218,Suppressed,suppresses,1
4219,Suppressed,suppressed,9
4220,Suppressed,suppress,5
4221,Suppressed,suppressing,1
4222,Suppressor of Cytokine Signaling Proteins,SOCS box proteins,1
4223,Surface,surface,7
4224,Surgical construction,creation,1
4225,Surgical construction,construction,1
