text,Canonical Name,Concept ID,TUI(s),Score,start,end
risk,Risk,C0035647,T078,1,31402,31403
risk,Risk,C0035647,T078,1,67202,67203
risk,Risk,C0035647,T078,1,67379,67380
risk,Risk,C0035647,T078,1,67421,67422
risk,Risk,C0035647,T078,1,67517,67518
aggressive,Risk Codes - Aggressive,C1548760,T170,1,57796,57797
requirement,Risk Evaluation and Mitigation Strategies Requirement,C4284141,T052,1,181,182
requirement,Risk Evaluation and Mitigation Strategies Requirement,C4284141,T052,1,232,233
requirement,Risk Evaluation and Mitigation Strategies Requirement,C4284141,T052,1,11825,11826
requirement,Risk Evaluation and Mitigation Strategies Requirement,C4284141,T052,1,20294,20295
requirement,Risk Evaluation and Mitigation Strategies Requirement,C4284141,T052,1,45367,45368
requirements,Risk Evaluation and Mitigation Strategies Requirement,C4284141,T052,0.900039,48877,48878
risk factor,risk factors,C0035648,T033,1,69037,69039
RNA,RNA,C0035668,T114,1,2572,2573
RNA,RNA,C0035668,T114,1,4742,4743
RNA,RNA,C0035668,T114,1,4763,4764
RNA,RNA,C0035668,T114,1,4811,4812
RNAs,RNA,C0035668,T114,1,4842,4843
RNA,RNA,C0035668,T114,1,4894,4895
RNA,RNA,C0035668,T114,1,9650,9651
RNA,RNA,C0035668,T114,1,9734,9735
RNA,RNA,C0035668,T114,1,42796,42797
RNAs,RNA,C0035668,T114,1,49962,49963
RNA,RNA,C0035668,T114,1,50312,50313
RNA,RNA,C0035668,T114,1,53151,53152
RNA,RNA,C0035668,T114,1,67985,67986
RNA,RNA,C0035668,T114,1,69328,69329
RNA synthesis,RNA biosynthesis,C1328948,T044,1,44984,44986
destabilization,RNA destabilization,C1327288,T045,0.898264,53169,53170
RNA interference,RNA Interference,C1136031,T045,1,31770,31772
RNA interference,RNA Interference,C1136031,T045,1,32574,32576
RNA interference,RNA Interference,C1136031,T045,1,34972,34974
RNA interference,RNA Interference,C1136031,T045,1,42541,42543
RNA interference,RNA Interference,C1136031,T045,1,44294,44296
RNA interference,RNA Interference,C1136031,T045,1,50860,50862
RNA interference,RNA Interference,C1136031,T045,1,57974,57976
RNA polymerase I,RNA Polymerase I,C0035678,"T116,T126",1,30215,30218
RNA polymerase II,RNA Polymerase II,C0035679,"T116,T126",1,37925,37928
RNAPII,RNA Polymerase II,C0035679,"T116,T126",0.884723,37929,37930
RNA polymerase II,RNA Polymerase II,C0035679,"T116,T126",1,52717,52720
RNA polymerase II,RNA Polymerase II,C0035679,"T116,T126",1,68599,68602
RNA processing,RNA Processing,C1158728,T045,1,7115,7117
RNA processing,RNA Processing,C1158728,T045,1,61810,61812
splicing,RNA Splicing,C0035687,T045,1,2152,2153
RNA splicing,RNA Splicing,C0035687,T045,1,4602,4604
RNA splicing,RNA Splicing,C0035687,T045,1,28702,28704
splicing,RNA Splicing,C0035687,T045,1,33454,33455
splicing,RNA Splicing,C0035687,T045,1,33665,33666
splicing,RNA Splicing,C0035687,T045,1,36512,36513
splicing,RNA Splicing,C0035687,T045,1,36559,36560
splicing,RNA Splicing,C0035687,T045,1,36623,36624
splicing,RNA Splicing,C0035687,T045,1,36705,36706
splicing,RNA Splicing,C0035687,T045,1,38063,38064
splicing,RNA Splicing,C0035687,T045,1,41640,41641
splicing,RNA Splicing,C0035687,T045,1,69353,69354
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,471,472
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,893,894
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,952,953
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,975,976
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,2476,2477
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,2881,2882
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,3204,3205
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,4336,4337
mRNAs,"RNA, Messenger",C0035696,"T114,T123",0.853777,4359,4360
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,5676,5677
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,7002,7003
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,7092,7093
mRNAs,"RNA, Messenger",C0035696,"T114,T123",0.853777,7107,7108
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,7383,7384
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,7479,7480
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,10065,10066
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,10772,10773
mRNAs,"RNA, Messenger",C0035696,"T114,T123",0.853777,11255,11256
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,11361,11362
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,12222,12223
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,13371,13372
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,13442,13443
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,13839,13840
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,14132,14133
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,15731,15732
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,15737,15738
mRNAs,"RNA, Messenger",C0035696,"T114,T123",0.853777,16747,16748
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,17171,17172
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,18978,18979
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,19125,19126
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,22214,22215
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,26217,26218
mRNAs,"RNA, Messenger",C0035696,"T114,T123",0.853777,36546,36547
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,38381,38382
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,38395,38396
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,43536,43537
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,44997,44998
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,45900,45901
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,47671,47672
mRNAs,"RNA, Messenger",C0035696,"T114,T123",0.853777,47774,47775
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,69112,69113
mRNA,"RNA, Messenger",C0035696,"T114,T123",1,70488,70489
small interfering RNA,"RNA, Small Interfering",C1099354,"T114,T123",1,37555,37558
siRNA,"RNA, Small Interfering",C1099354,"T114,T123",1,37949,37950
siRNA,"RNA, Small Interfering",C1099354,"T114,T123",1,43896,43897
siRNA,"RNA, Small Interfering",C1099354,"T114,T123",1,52628,52629
siRNA,"RNA, Small Interfering",C1099354,"T114,T123",1,54096,54097
non-protein-coding,"RNA, Untranslated",C0887909,T114,0.924568,49961,49962
DNA-binding domain,RNA-Binding Motifs,C4277619,T082,0.850763,7008,7010
DNA-binding domain,RNA-Binding Motifs,C4277619,T082,0.850763,13895,13897
DNA-binding domain,RNA-Binding Motifs,C4277619,T082,0.850763,22935,22937
binding domains,RNA-Binding Motifs,C4277619,T082,0.891171,37218,37220
RNA-binding domain,RNA-Binding Motifs,C4277619,T082,1,44821,44823
RNA-binding protein,RNA-Binding Proteins,C0085177,"T116,T123",1,20555,20557
RNA-binding protein,RNA-Binding Proteins,C0085177,"T116,T123",1,65229,65231
Rac1,RNASE1 gene,C1419407,T028,1,20702,20703
Rac1,RNASE1 gene,C1419407,T028,1,20719,20720
Rac1,RNASE1 gene,C1419407,T028,1,29703,29704
Rac1,RNASE1 gene,C1419407,T028,1,29724,29725
Rac1,RNASE1 gene,C1419407,T028,1,31643,31644
Rac1,RNASE1 gene,C1419407,T028,1,31671,31672
Rac1,RNASE1 gene,C1419407,T028,1,39622,39623
Rac1,RNASE1 gene,C1419407,T028,1,58434,58435
Rac1,RNASE1 gene,C1419407,T028,1,58459,58460
RNF2,RNF2 gene,C1419419,T028,1,62982,62983
RNF2,RNF2 gene,C1419419,T028,1,62999,63000
RNF2,RNF2 gene,C1419419,T028,1,63010,63011
RNF2,RNF2 gene,C1419419,T028,1,63020,63021
RNF2,RNF2 gene,C1419419,T028,1,63036,63037
RNF2,RNF2 gene,C1419419,T028,1,63058,63059
robust,Robust,C2986815,T080,1,33514,33515
robust,Robust,C2986815,T080,1,36574,36575
robust,Robust,C2986815,T080,1,66752,66753
Rho kinases,ROCK1 gene,C1335631,T028,0.893872,53298,53300
ROCK1,ROCK1 gene,C1335631,T028,1,53325,53326
ROCK1,ROCK1 gene,C1335631,T028,1,53346,53347
ROCK1,ROCK1 gene,C1335631,T028,1,53364,53365
ROCK1,ROCK1 gene,C1335631,T028,1,53386,53387
ROCK1,ROCK1 gene,C1335631,T028,1,53427,53428
p160ROCK,ROCK1 wt Allele,C1705789,T028,1,29720,29721
ROCK2,ROCK2 gene,C1419598,T028,1,53354,53355
content,Role Class - content,C1550605,T078,1,49209,49210
content,Role Class - content,C1550605,T078,1,50406,50407
roof,Roof physical object,C0557685,T073,1,13388,13389
rostral,Rostral,C3163631,T082,1,35486,35487
rostral,Rostral,C3163631,T082,1,35517,35518
rostral,Rostral,C3163631,T082,1,35597,35598
signature,Routine Signature,C1705596,T078,1,45635,45636
signature,Routine Signature,C1705596,T078,1,54411,54412
L41,RPL41 gene,C1419677,T028,1,60574,60575
L41,RPL41 gene,C1419677,T028,1,60612,60613
L41,RPL41 gene,C1419677,T028,1,60622,60623
rRNA promoter,rRNA Promoter,C0035902,"T114,T123",1,30177,30179
rRNA promoter,rRNA Promoter,C0035902,"T114,T123",1,30322,30324
rRNA promoter,rRNA Promoter,C0035902,"T114,T123",1,30424,30426
rRNA promoter,rRNA Promoter,C0035902,"T114,T123",1,30445,30447
rRNA synthesis,rRNA synthesis,C1622445,T045,1,30200,30202
membrane ruffles,ruffle membrane,C1622372,T026,0.943339,61182,61184
ryanodine receptors,Ryanodine Receptors,C0917729,"T116,T192",1,59010,59012
ryanodine receptors,Ryanodine Receptors,C0917729,"T116,T192",1,59078,59080
S phase,S Phase,C0080129,T079,1,3600,3602
S phase,S Phase,C0080129,T079,1,7423,7425
S phase,S Phase,C0080129,T079,1,14265,14267
S phase,S Phase,C0080129,T079,1,15519,15521
S phase,S Phase,C0080129,T079,1,15540,15542
S phase,S Phase,C0080129,T079,1,70236,70238
S phase,S Phase,C0080129,T079,1,70281,70283
S. cerevisiae,Saccharomyces cerevisiae,C0036025,T004,1,7364,7366
Saccharomyces cerevisiae,Saccharomyces cerevisiae,C0036025,T004,1,22345,22347
Saccharomyces cerevisiae,Saccharomyces cerevisiae,C0036025,T004,1,24141,24143
Saccharomyces cerevisiae,Saccharomyces cerevisiae,C0036025,T004,1,37021,37023
protein S-acyltransferase activity,S-acyltransferase activity,C1152009,T044,0.941494,54419,54422
SAFB1,SAFB gene,C1335803,T028,1,44833,44834
scaffold attachment factor B,SAFB gene,C1335803,T028,1,44844,44848
SAFB1,SAFB gene,C1335803,T028,1,44899,44900
SAFB1,SAFB gene,C1335803,T028,1,44924,44925
SAF-B,SAFB wt Allele,C1705661,T028,1,44842,44843
pool,Sample pool,C1509144,T201,1,30844,30845
pool,Sample pool,C1509144,T201,1,47301,47302
pool,Sample pool,C1509144,T201,1,63320,63321
sarcolemma,Sarcolemma,C0036208,T026,1,55233,55234
sarcolemma,Sarcolemma,C0036208,T026,1,55393,55394
sarcolemma,Sarcolemma,C0036208,T026,1,66354,66355
SR,Sarcoplasmic Reticulum,C0036226,T026,1,44916,44917
sarcoplasmic reticulum,Sarcoplasmic Reticulum,C0036226,T026,1,58856,58858
SR,Sarcoplasmic Reticulum,C0036226,T026,1,58859,58860
SR,Sarcoplasmic Reticulum,C0036226,T026,1,58912,58913
SR,Sarcoplasmic Reticulum,C0036226,T026,1,59014,59015
SR,Sarcoplasmic Reticulum,C0036226,T026,1,59044,59045
SR,Sarcoplasmic Reticulum,C0036226,T026,1,59121,59122
scaffold,Scaffold,C0337143,T073,1,34814,34815
scaffolding,Scaffold,C0337143,T073,1,66366,66367
scaffold protein,Scaffold protein,C1179132,"T116,T123",1,31080,31082
scaffolding proteins,Scaffold protein,C1179132,"T116,T123",0.944671,53491,53493
scaffold proteins,Scaffold protein,C1179132,"T116,T123",0.93711,53947,53949
scaffold proteins,Scaffold protein,C1179132,"T116,T123",0.93711,53989,53991
scaffold protein,Scaffold protein,C1179132,"T116,T123",1,63976,63978
scattering,Scattered,C0439742,T082,1,18144,18145
scenario,scenario,C0683579,T169,1,55991,55992
schizophrenia,Schizophrenia,C0036341,T048,1,52075,52076
schizophrenia,Schizophrenia,C0036341,T048,1,56555,56556
schizophrenia,Schizophrenia,C0036341,T048,1,56632,56633
Schizosaccharomyces,Schizosaccharomyces,C0036361,T004,1,7263,7264
pombe,Schizosaccharomyces pombe,C0178453,T004,0.894607,7264,7265
studies,Scientific Study,C0947630,T059,1,2932,2933
study,Scientific Study,C0947630,T059,1,4241,4242
study,Scientific Study,C0947630,T059,1,6287,6288
studies,Scientific Study,C0947630,T059,1,8400,8401
study,Scientific Study,C0947630,T059,1,9579,9580
study,Scientific Study,C0947630,T059,1,12411,12412
studies,Scientific Study,C0947630,T059,1,14353,14354
study,Scientific Study,C0947630,T059,1,17091,17092
study,Scientific Study,C0947630,T059,1,18236,18237
Studies,Scientific Study,C0947630,T059,1,21289,21290
study,Scientific Study,C0947630,T059,1,22332,22333
studies,Scientific Study,C0947630,T059,1,22735,22736
study,Scientific Study,C0947630,T059,1,22832,22833
study,Scientific Study,C0947630,T059,1,23062,23063
study,Scientific Study,C0947630,T059,1,26075,26076
study,Scientific Study,C0947630,T059,1,26834,26835
studies,Scientific Study,C0947630,T059,1,27867,27868
study,Scientific Study,C0947630,T059,1,30905,30906
studies,Scientific Study,C0947630,T059,1,34481,34482
studies,Scientific Study,C0947630,T059,1,36959,36960
studies,Scientific Study,C0947630,T059,1,37371,37372
study,Scientific Study,C0947630,T059,1,37461,37462
study,Scientific Study,C0947630,T059,1,38016,38017
study,Scientific Study,C0947630,T059,1,38182,38183
study,Scientific Study,C0947630,T059,1,38767,38768
studies,Scientific Study,C0947630,T059,1,40418,40419
studies,Scientific Study,C0947630,T059,1,45260,45261
studies,Scientific Study,C0947630,T059,1,45479,45480
study,Scientific Study,C0947630,T059,1,45590,45591
study,Scientific Study,C0947630,T059,1,45838,45839
study,Scientific Study,C0947630,T059,1,46426,46427
study,Scientific Study,C0947630,T059,1,46631,46632
studies,Scientific Study,C0947630,T059,1,47495,47496
study,Scientific Study,C0947630,T059,1,52157,52158
study,Scientific Study,C0947630,T059,1,52970,52971
studies,Scientific Study,C0947630,T059,1,55140,55141
study,Scientific Study,C0947630,T059,1,56947,56948
study,Scientific Study,C0947630,T059,1,57264,57265
study,Scientific Study,C0947630,T059,1,57324,57325
study,Scientific Study,C0947630,T059,1,57421,57422
studies,Scientific Study,C0947630,T059,1,57424,57425
studies,Scientific Study,C0947630,T059,1,58763,58764
studies,Scientific Study,C0947630,T059,1,60297,60298
study,Scientific Study,C0947630,T059,1,60365,60366
studies,Scientific Study,C0947630,T059,1,60478,60479
study,Scientific Study,C0947630,T059,1,61941,61942
studies,Scientific Study,C0947630,T059,1,62309,62310
study,Scientific Study,C0947630,T059,1,62726,62727
study,Scientific Study,C0947630,T059,1,65252,65253
study,Scientific Study,C0947630,T059,1,66640,66641
studies,Scientific Study,C0947630,T059,1,67497,67498
study,Scientific Study,C0947630,T059,1,68340,68341
study,Scientific Study,C0947630,T059,1,69069,69070
study,Scientific Study,C0947630,T059,1,69534,69535
sclerotome,Sclerotome device,C0183176,T074,1,42382,42383
Scrib,SCRIB gene,C1539732,T028,1,47174,47175
Scrib,SCRIB gene,C1539732,T028,1,47353,47354
Scrib,SCRIB gene,C1539732,T028,1,47363,47364
p105,SCYL1 gene,C1422597,T028,1,1540,1541
succinate dehydrogenase,"SDHD protein, human",C1453024,"T116,T126",1,61032,61034
sebaceous glands,Sebaceous Glands,C0036505,T023,1,16961,16963
secondary,second (number),C0205436,T081,1,21112,21113
secondary immunizations,Secondary Immunization,C0020975,T061,1,62627,62629
secondary immunization,Secondary Immunization,C0020975,T061,1,62762,62764
metastatic disease,Secondary Neoplasm,C2939419,T191,1,18827,18829
seizures,Seizures,C0036572,T184,1,62111,62112
selectivity,selectin activity,C1325391,T044,0.895519,47109,47110
selectivity,selectin activity,C1325391,T044,0.895519,60572,60573
P-selectin,"SELP protein, human",C2742134,"T116,T123",1,49136,49137
P-selectin,"SELP protein, human",C2742134,"T116,T123",1,49162,49163
P-selectin,"SELP protein, human",C2742134,"T116,T123",1,49208,49209
P-selectin,"SELP protein, human",C2742134,"T116,T123",1,49299,49300
semD,SEMA3A gene,C1419942,T028,1,8924,8925
Sema4C,SEMA4C gene,C1419949,T028,1,18202,18203
Sema4C,SEMA4C gene,C1419949,T028,1,18221,18222
Sema4C,SEMA4C gene,C1419949,T028,1,18241,18242
Sema4C,SEMA4C gene,C1419949,T028,1,18303,18304
Sema4C,SEMA4C gene,C1419949,T028,1,18336,18337
semF,SEMA5A gene,C1419954,T028,1,8889,8890
SemF,SEMA5A gene,C1419954,T028,1,8915,8916
semF,SEMA5A gene,C1419954,T028,1,8951,8952
Sema5A,SEMA5A gene,C1419954,T028,1,36056,36057
Sema5a gene,SEMA5A gene,C1419954,T028,1,36069,36071
Sema5A,SEMA5A gene,C1419954,T028,1,36092,36093
Sema5A,SEMA5A gene,C1419954,T028,1,36126,36127
Sema5A,SEMA5A gene,C1419954,T028,1,36179,36180
Semaphorin 5A,SEMA5A gene,C1419954,T028,1,52908,52910
Sema5A,SEMA5A gene,C1419954,T028,1,52913,52914
SEMA5A,SEMA5A gene,C1419954,T028,1,52917,52918
Sema5A,SEMA5A gene,C1419954,T028,1,52938,52939
Sema5A,SEMA5A gene,C1419954,T028,1,52950,52951
Sema5A,SEMA5A gene,C1419954,T028,1,52977,52978
Sema5A,SEMA5A gene,C1419954,T028,1,53004,53005
Sema5A,SEMA5A gene,C1419954,T028,1,53051,53052
Sema5A,SEMA5A gene,C1419954,T028,1,53084,53085
Sema5A,SEMA5A gene,C1419954,T028,1,53104,53105
Sema5A,SEMA5A gene,C1419954,T028,1,58045,58046
Sema5A,SEMA5A gene,C1419954,T028,1,58123,58124
Sema5B,SEMA5B gene,C1419955,T028,1,58047,58048
Sema5B,SEMA5B gene,C1419955,T028,1,58125,58126
semaphorins,Semaphorins,C1136340,"T116,T123",1,8845,8846
semaphorins,Semaphorins,C1136340,"T116,T123",1,8863,8864
semaphorins,Semaphorins,C1136340,"T116,T123",1,8968,8969
Semaphorins,Semaphorins,C1136340,"T116,T123",1,18187,18188
semaphorin,Semaphorins,C1136340,"T116,T123",1,18207,18208
Semaphorins,Semaphorins,C1136340,"T116,T123",1,20733,20734
semaphorins,Semaphorins,C1136340,"T116,T123",1,20899,20900
semaphorins,Semaphorins,C1136340,"T116,T123",1,36024,36025
semaphorin,Semaphorins,C1136340,"T116,T123",1,36170,36171
seminiferous tubules,Seminiferous tubule structure,C0036630,T023,1,26138,26140
Ulp1,SENP3 gene,C1425138,T028,1,37032,37033
identity,Sense of identity (observable entity),C0424215,T041,1,1251,1252
identity,Sense of identity (observable entity),C0424215,T041,1,1298,1299
identity,Sense of identity (observable entity),C0424215,T041,1,3566,3567
identity,Sense of identity (observable entity),C0424215,T041,1,3839,3840
identity,Sense of identity (observable entity),C0424215,T041,1,7250,7251
identity,Sense of identity (observable entity),C0424215,T041,1,7306,7307
identity,Sense of identity (observable entity),C0424215,T041,1,7356,7357
identity,Sense of identity (observable entity),C0424215,T041,1,7726,7727
identity,Sense of identity (observable entity),C0424215,T041,1,14779,14780
identity,Sense of identity (observable entity),C0424215,T041,1,18944,18945
identity,Sense of identity (observable entity),C0424215,T041,1,44828,44829
sense organs,Sense Organs,C0036665,T023,1,45292,45294
sensitive,Sensitive,C0332324,T169,1,12838,12839
sensitive,Sensitive,C0332324,T169,1,17965,17966
sensitive,Sensitive,C0332324,T169,1,20177,20178
sensitive,Sensitive,C0332324,T169,1,65472,65473
sensors,sensor (device),C0183210,T073,1,25172,25173
sensors,sensor (device),C0183210,T073,1,27269,27270
sensor,sensor (device),C0183210,T073,1,65729,65730
systemic infection,Sepsis,C0243026,T047,1,54963,54965
septin 4,SEPT4 gene,C1539747,T028,1,47925,47927
44808,SEPT4 gene,C1539747,T028,1,47928,47929
44808,SEPT4 gene,C1539747,T028,1,47936,47937
44808,SEPT4 gene,C1539747,T028,1,47987,47988
44808,SEPT4 gene,C1539747,T028,1,47991,47992
44808,SEPT4 gene,C1539747,T028,1,48027,48028
44808,SEPT4 gene,C1539747,T028,1,48040,48041
sequenced,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,0.896948,357,358
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,1078,1079
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,2024,2025
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,2170,2171
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,2320,2321
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,2428,2429
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,2850,2851
sequenced,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,0.896948,3822,3823
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,3830,3831
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,3958,3959
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,4493,4494
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,4635,4636
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,4717,4718
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,7323,7324
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,7730,7731
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,9947,9948
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,10072,10073
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,10807,10808
sequenced,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,0.896948,12249,12250
sequenced,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,0.896948,12265,12266
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,13663,13664
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,14818,14819
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,18699,18700
sequenced,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,0.896948,18834,18835
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,22607,22608
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,22843,22844
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,24236,24237
sequenced,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,0.896948,26831,26832
Sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,32663,32664
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,35261,35262
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,35388,35389
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,35406,35407
core sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,0.867826,39128,39130
core sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,0.867826,39173,39175
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,43759,43760
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,49907,49908
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,49982,49983
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,50018,50019
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,50642,50643
sequence,Sequence - TransmissionRelationshipTypeCode,C3853789,T170,1,52829,52830
Sequence analysis,Sequence Analysis,C0162801,"T059,T063",1,1062,1064
Sequence analysis,Sequence Analysis,C0162801,"T059,T063",1,6076,6078
Sequence analysis,Sequence Analysis,C0162801,"T059,T063",1,8746,8748
sequence analysis,Sequence Analysis,C0162801,"T059,T063",1,12323,12325
sequence analyses,Sequence Analysis,C0162801,"T059,T063",1,26878,26880
list,Sequence Data Type,C3272378,T170,1,44047,44048
sequence similarities,Sequence Similarity,C1710052,T081,0.880947,12969,12971
sequence similarity,Sequence Similarity,C1710052,T081,1,12994,12996
sequential,Sequential - Sequence/Results Flag,C1548958,T078,1,25056,25057
series,Series - set of composite instances,C2348044,T170,1,26348,26349
series,Series - set of composite instances,C2348044,T170,1,32525,32526
serine,Serine,C0036720,"T116,T121,T123",1,8534,8535
serine,Serine,C0036720,"T116,T121,T123",1,8590,8591
serine,Serine,C0036720,"T116,T121,T123",1,8607,8608
serine,Serine,C0036720,"T116,T121,T123",1,33667,33668
serine,Serine,C0036720,"T116,T121,T123",1,55464,55465
serine,Serine,C0036720,"T116,T121,T123",1,55642,55643
serotonin,Serotonin,C0036751,"T109,T123",1,31853,31854
serotonin,Serotonin,C0036751,"T109,T123",1,67161,67162
5-HT,Serotonin,C0036751,"T109,T123",1,67196,67197
5-HT,Serotonin,C0036751,"T109,T123",1,67296,67297
5-HT,Serotonin,C0036751,"T109,T123",1,67363,67364
5-HT,Serotonin,C0036751,"T109,T123",1,67417,67418
5-HT,Serotonin,C0036751,"T109,T123",1,67458,67459
5-HT,Serotonin,C0036751,"T109,T123",1,67471,67472
5-HT,Serotonin,C0036751,"T109,T123",1,67494,67495
5-HT,Serotonin,C0036751,"T109,T123",1,67506,67507
AP-3,Serpin B9,C3537272,T116,0.869063,31129,31130
serum,Serum,C0229671,T031,1,14253,14254
serum,Serum,C0229671,T031,1,30738,30739
BSA,"Serum Albumin, Bovine",C0036774,"T116,T123",1,47062,47063
amyloid precursor,Serum amyloid A protein,C0002723,"T116,T129",0.966841,60625,60627
serum response factor,Serum Response Factor,C0074398,"T116,T123",1,41589,41592
SRF,Serum Response Factor,C0074398,"T116,T123",1,41593,41594
SRF,Serum Response Factor,C0074398,"T116,T123",1,41612,41613
compound,Service Request Relationship - Compound,C1548965,T078,1,57190,57191
simultaneous,Service Request Relationship - Simultaneous,C1548968,T078,1,22147,22148
Simultaneous,Service Request Relationship - Simultaneous,C1548968,T078,1,60146,60147
SET,Set (Psychology),C0036849,T041,1,66087,66088
SET,Set (Psychology),C0036849,T041,1,66110,66111
gene set,SET gene,C1366517,T028,1,54853,54855
polysomes,Set of polysomal ribosomes,C2324468,T026,1,20559,20560
SETD5,SETD5 gene,C1822689,T028,1,66205,66206
SETD5,SETD5 gene,C1822689,T028,1,66253,66254
SETD5,SETD5 gene,C1822689,T028,1,68515,68516
SETD5,SETD5 gene,C1822689,T028,1,68816,68817
SETD5,SETD5 gene,C1822689,T028,1,68859,68860
SETD5,SETD5 gene,C1822689,T028,1,69231,69232
SETD5,SETD5 gene,C1822689,T028,1,69250,69251
SETD5,SETD5 gene,C1822689,T028,1,69317,69318
SETD5,SETD5 gene,C1822689,T028,1,69358,69359
seventh,Seventh,C0205441,T081,1,25494,25495
seventh,Seventh,C0205441,T081,1,39015,39016
severe,Severe (severity modifier),C0205082,T080,1,12702,12703
severe,Severe (severity modifier),C0205082,T080,1,21895,21896
severe,Severe (severity modifier),C0205082,T080,1,26116,26117
severe,Severe (severity modifier),C0205082,T080,1,27570,27571
severe,Severe (severity modifier),C0205082,T080,1,27676,27677
severe,Severe (severity modifier),C0205082,T080,1,28394,28395
severe,Severe (severity modifier),C0205082,T080,1,37356,37357
severe,Severe (severity modifier),C0205082,T080,1,37735,37736
severe,Severe (severity modifier),C0205082,T080,1,39568,39569
severe,Severe (severity modifier),C0205082,T080,1,44310,44311
